0,0033;0,0000
0,0065;0,0000
0,0089;0,0000
0,0114;117,4417
0,0149;0,0000
0,0174;0,0000
0,0200;0,0000
0,0227;0,0000
0,0252;0,0000
0,0488;3,2213
0,0525;25,0842
0,0760;4,6204
0,0998;3,8198
0,1238;4,5673
0,1473;3,8621
0,1719;8,2141
0,1962;4,4343
0,2203;3,9174
0,2452;4,2820
0,2694;8,4248
0,2848;0,0000
0,3080;4,2148
0,3318;8,7348
0,3566;4,3391
0,3808;4,4539
0,4046;4,5291
0,4281;4,7663
0,4527;9,0691
0,4776;4,5054
0,5015;4,8794
0,5269;4,6791
0,5576;8,2555
0,5835;5,2021
0,5982;9,3344
0,6224;5,8705
0,6476;5,7869
