0,0244;0,0229
0,0292;0,0229
0,0320;0,0229
0,0347;0,0229
0,0374;0,0229
0,0400;0,0229
0,0424;0,0229
0,0451;0,1073
0,0487;0,1073
0,0516;0,1073
0,0542;0,1073
0,0570;0,1073
0,0597;0,1073
0,0622;0,1073
0,0648;0,3909
0,0687;0,3909
0,0716;0,3909
0,1032;0,4665
0,1075;0,5691
0,1327;0,6662
0,1582;0,7685
0,1824;0,8630
0,1984;0,9689
0,2231;1,0618
0,2466;1,2617
0,2711;1,3669
0,2860;1,4618
0,3010;1,4618
0,3147;1,5587
0,3386;1,6552
0,3822;1,8553
0,4173;2,0586
0,4423;2,1633
0,4675;2,3792
0,4929;2,4888
0,5166;2,6026
0,5408;2,7152
0,5662;2,9541
0,5913;3,0816
