0,0244;0,0099
0,0290;0,0099
0,0317;0,0099
0,0343;0,0099
0,0373;0,0099
0,0400;0,0099
0,0425;0,3213
0,0461;0,3213
0,0492;0,3213
0,0517;0,3213
0,0546;0,3213
0,0571;0,3213
0,0598;0,3213
0,0632;0,6031
0,0668;0,6031
0,0900;0,6941
0,0937;0,6941
0,1195;0,8083
0,1233;0,9195
0,1484;1,0309
0,1523;1,0309
0,1754;1,1422
0,1794;1,1422
0,2019;1,3647
0,2066;1,3647
0,2292;1,4759
0,2529;1,5870
0,2765;1,6979
0,3002;1,9195
0,3246;2,0310
0,3487;2,1423
0,3636;2,2552
0,3877;2,3680
0,4117;2,4827
0,4357;2,5988
0,4604;2,8387
0,4853;2,9623
0,5000;2,9623
0,5231;3,2262
0,5661;3,5115
0,6001;3,8180
0,6253;3,9790
0,6492;4,1451
0,6734;4,3162
0,6980;4,4945
0,7222;4,8796
