0,0032;0,0105
0,0063;0,0105
0,0088;0,0105
0,0114;0,0105
0,0140;0,3064
0,0178;0,3064
0,0204;0,3064
0,0230;0,3064
0,0256;0,3064
0,0282;0,3064
0,0511;0,3830
0,0548;0,4769
0,0583;0,4769
0,0989;0,6777
0,1034;0,6777
0,1353;0,8815
0,1599;0,9910
0,1834;1,0862
0,2070;1,1950
0,2308;1,2906
0,2550;1,4952
0,2796;1,6008
0,3034;1,6995
0,3269;1,7950
0,3504;1,8955
0,3741;2,0968
0,3985;2,1995
0,4222;2,3056
0,4528;2,5190
0,4831;2,6272
0,5082;2,7399
0,5317;2,8572
0,5474;2,9784
0,5722;3,2357
0,5974;3,3716
0,6215;3,5117
0,6461;3,6564
0,6731;3,9592
0,6992;4,1170
0,7144;4,2826
0,7382;4,4563
0,7621;4,6469
0,7868;4,8381
0,8020;5,0307
0,8256;5,2319
0,8500;5,4500
0,8656;5,6786
0,8905;5,9183
0,9149;6,4289
0,9393;6,6960
0,9641;6,9704
0,9956;7,5404
1,0213;7,8333
1,0360;8,1311
1,0517;8,1311
1,0753;8,7415
1,1011;9,0500
1,1180;9,3513
1,1434;9,6457
1,1605;9,9329
1,1756;10,2126
1,1901;10,2126
1,2141;10,7476
1,2396;11,0035
1,2637;11,2512
1,2881;11,4897
1,3030;11,7202
1,3278;11,9424
1,3526;12,3606
1,3684;12,3606
1,3928;12,7440
1,4097;12,7440
1,4342;13,0838
1,4592;13,2356
1,4846;13,3795
1,4998;13,5272
1,5523;13,8471
1,5889;13,9454
1,6196;14,1246
1,6459;14,2056
1,6720;14,3194
1,6981;14,3622
1,7231;14,4258
1,7473;14,4626
1,7722;14,4984
1,8000;14,4837
1,8248;14,4843
1,8501;14,4704
1,8749;14,3918
1,9018;14,3503
