0,0034;0,0000
0,0067;0,0000
0,0093;0,0000
0,0118;0,0000
0,0143;41,5752
0,0181;0,0000
0,0207;0,0000
0,0233;0,0000
0,0258;0,0000
0,0284;0,0000
0,0311;0,0000
0,0337;112,0520
0,0372;0,0000
0,0398;0,0000
0,0424;0,0000
0,0662;3,2484
0,0901;4,2855
0,1137;8,4347
0,1383;4,2889
0,1619;3,9609
0,1859;4,2586
0,2094;4,0578
0,2239;7,1568
0,2471;4,1276
0,2702;4,4978
0,2936;8,6872
0,3198;3,8138
0,3459;4,1127
0,3701;4,2817
0,3936;9,2336
0,4175;4,7189
0,4409;4,7258
0,4646;4,7969
0,4883;4,6715
0,5123;4,8228
0,5354;10,4128
0,5677;3,9025
0,5932;5,2762
