0,0257;0,0000
0,0296;0,0000
0,0324;0,0000
0,0352;0,0000
0,0586;4,5413
0,0621;79,8717
0,0655;0,0000
0,0681;0,0000
0,0707;0,0000
0,0731;0,0000
0,0757;0,0000
0,0783;0,0000
0,0810;25,8152
0,1058;4,3580
0,1097;0,0000
0,1254;5,9059
0,1294;0,0000
0,1524;4,7166
0,1767;3,8107
0,2189;7,3723
0,2532;2,7716
0,2830;6,8476
0,3077;3,8886
0,3313;4,1533
0,3557;4,0283
0,3794;8,3800
0,4087;3,4428
0,4325;4,6129
0,4561;4,5696
0,4801;9,2152
0,5042;4,7172
0,5286;4,6133
0,5530;4,8267
0,5778;4,8524
0,6014;10,9167
0,6266;4,9883
0,6516;5,6612
