0,0031;0,0000
0,0060;35,1774
0,0095;0,0000
0,0340;11,8521
0,0375;0,0000
0,0401;0,0000
0,0437;19,8849
0,0671;4,5075
0,0706;0,0000
0,0936;3,9784
0,0978;0,0000
0,1211;4,6929
0,1256;20,4571
0,1507;4,2979
0,1547;0,0000
0,1782;3,9815
0,2024;4,4454
0,2272;7,9863
0,2520;3,9435
0,2765;4,2706
0,3011;4,0351
0,3257;8,3341
0,3513;4,1578
0,3769;4,0399
0,4004;4,6443
0,4250;8,8014
0,4496;4,4909
0,4804;3,6393
0,5063;8,9393
0,5326;4,6947
0,5486;7,8818
0,5731;5,3990
0,5889;8,5805
0,6046;9,0971
0,6309;5,3173
0,6474;9,2058
0,6635;9,5947
0,6828;0,0000
0,7275;11,1850
0,7638;10,2724
0,7891;7,7965
0,8131;8,6406
