0,0298;0,0885
0,0345;0,0885
0,0367;0,0885
0,0390;0,0885
0,0418;0,0885
0,0440;0,0885
0,0462;0,0885
0,0487;0,0885
0,0510;0,3342
0,0541;0,3342
0,0564;0,3342
0,0586;0,3342
0,0608;0,3342
0,0630;0,3342
0,0653;0,3342
0,0674;0,3342
0,0697;0,6143
0,0934;0,6980
0,0969;0,6980
0,1197;0,8053
0,1230;0,8053
0,1457;0,9092
0,1491;1,0132
0,1728;1,1170
0,1761;1,1170
0,1983;1,2210
0,2018;1,2210
0,2283;1,3253
0,2517;1,5348
0,2759;1,6404
0,2995;1,7465
0,3230;1,8534
0,3465;1,9604
0,3704;2,1800
0,3945;2,2940
0,4180;2,4102
0,4423;2,5282
0,4658;2,6491
0,4895;2,8985
0,5142;3,0284
0,5376;3,1644
0,5620;3,3061
0,5934;3,6065
0,6203;3,7648
0,6350;3,9282
0,6593;4,0966
0,6852;4,2698
0,7086;4,4483
0,7328;4,8330
0,7588;5,0386
0,7736;5,2528
0,7978;5,4759
0,8219;5,7078
0,8361;5,9486
0,8603;6,1984
0,8846;6,4574
0,9085;6,7249
0,9228;6,9976
0,9468;7,2759
0,9711;7,8500
0,9867;7,8500
1,0091;8,4484
1,0248;8,4484
1,0490;9,0726
1,0735;9,3932
1,0975;9,7084
1,1217;10,0193
1,1646;10,6278
1,1993;11,2184
1,2245;11,5070
1,2567;12,0674
1,2826;12,3389
1,3069;12,6045
1,3304;13,1179
1,3557;13,3656
1,3802;13,6086
1,4038;13,8477
1,4279;14,0829
1,4522;14,5408
1,4777;14,7635
1,5015;14,9819
1,5259;15,1964
1,5502;15,6158
1,5750;15,8206
1,5892;16,0221
1,6134;16,2204
1,6375;16,4153
1,6610;16,6070
1,6852;16,7963
1,7098;17,1673
1,7341;17,3492
1,7590;17,5288
1,7835;17,7062
1,8095;18,0547
1,8344;18,2264
1,8580;18,3965
1,8822;18,5652
1,9064;18,7324
1,9320;19,0626
1,9645;19,2257
1,9912;19,5488
2,0071;19,5488
2,0299;19,8678
2,0550;20,0258
2,0698;20,1827
2,0935;20,3385
2,1176;20,4932
2,1420;20,6470
2,1569;20,7997
2,1824;20,9514
2,2077;21,1020
2,2357;21,3997
2,2509;21,5467
2,2755;21,6925
2,2898;21,8372
2,3141;21,9806
2,3285;21,9806
2,3519;22,2638
2,3768;22,4035
2,4008;22,5420
2,4152;22,6792
2,4397;22,8152
2,4636;22,9502
2,5071;23,2169
2,5417;23,4794
2,5671;23,6092
2,5910;23,8663
2,6158;23,9927
2,6402;24,1186
2,6645;24,2438
2,6968;24,4911
2,7228;24,6136
2,7465;24,7381
2,7713;24,9857
2,7970;25,1089
2,8211;25,2317
2,8463;25,3541
2,8710;25,5975
2,8960;25,7184
2,9195;25,8388
2,9441;25,9586
2,9683;26,0778
2,9828;26,1964
3,0090;26,4313
3,0340;26,5477
3,0582;26,6633
3,0820;26,7781
3,1062;26,8916
3,1303;27,1163
3,1554;27,2274
3,1803;27,3386
3,2045;27,4489
3,2305;27,6676
3,2559;27,7760
